match_id,draft_order,top_radiant_score,top_dire_score,top_verdict,mid_radiant_score,mid_dire_score,mid_verdict,bot_radiant_score,bot_dire_score,bot_verdict,analysis_error
8126676113,Radiant Ban: Bristleback; Dire Ban: Alchemist; Dire Ban: Dragon Knight; Radiant Ban: Morphling; Dire Ban: Lich; Dire Ban: Beastmaster; Radiant Ban: Doom; Radiant Pick: Gyrocopter; Dire Pick: Batrider; Radiant Ban: Dawnbreaker; Radiant Ban: Magnus; Dire Ban: Visage; Dire Pick: Marci; Radiant Pick: Clockwerk; Radiant Pick: Lycan; Dire Pick: Tiny; Dire Pick: Phoenix; Radiant Pick: Pangolier; Radiant Ban: Bloodseeker; Dire Ban: Snapfire; Dire Ban: Lifestealer; Radiant Ban: Terrorblade; Radiant Pick: Nature's Prophet; Dire Pick: Chaos Knight,3,0,Radiant Ahead (3 vs 0),7,0,Radiant Ahead (7 vs 0),5,0,Radiant Ahead (5 vs 0),
8126676320,Dire Ban: Shadow Demon; Radiant Ban: Dragon Knight; Radiant Ban: Alchemist; Dire Ban: Muerta; Radiant Ban: Clockwerk; Radiant Ban: Io; Dire Ban: Invoker; Dire Pick: Dawnbreaker; Radiant Pick: Nyx Assassin; Dire Ban: Doom; Dire Ban: Morphling; Radiant Ban: Phoenix; Radiant Pick: Lich; Dire Pick: Lina; Dire Pick: Zeus; Radiant Pick: Spectre; Radiant Pick: Magnus; Dire Pick: Phantom Assassin; Dire Ban: Puck; Radiant Ban: Venomancer; Radiant Ban: Ogre Magi; Dire Ban: Queen of Pain; Dire Pick: Visage; Radiant Pick: Earth Spirit,4,0,Radiant Ahead (4 vs 0),1,0,Even Lane (1 vs 0),1,3,Dire Ahead (3 vs 1),
8126676649,Dire Ban: Doom; Radiant Ban: Alchemist; Radiant Ban: Phoenix; Dire Ban: Timbersaw; Radiant Ban: Dragon Knight; Radiant Ban: Magnus; Dire Ban: Gyrocopter; Dire Pick: Beastmaster; Radiant Pick: Bristleback; Dire Ban: Enchantress; Dire Ban: Batrider; Radiant Ban: Monkey King; Radiant Pick: Muerta; Dire Pick: Hoodwink; Dire Pick: Clockwerk; Radiant Pick: Chen; Radiant Pick: Tiny; Dire Pick: Phantom Assassin; Dire Ban: Lycan; Radiant Ban: Pangolier; Radiant Ban: Ember Spirit; Dire Ban: Dawnbreaker; Dire Pick: Queen of Pain; Radiant Pick: Spectre,1,0,Even Lane (1 vs 0),3,0,Radiant Ahead (3 vs 0),0,3,Dire Ahead (3 vs 0),
8126681139,Dire Ban: Morphling; Radiant Ban: Dragon Knight; Radiant Ban: Alchemist; Dire Ban: Dark Willow; Radiant Ban: Lina; Radiant Ban: Lich; Dire Ban: Broodmother; Dire Pick: Dawnbreaker; Radiant Pick: Nyx Assassin; Dire Ban: Spectre; Dire Ban: Ursa; Radiant Ban: Monkey King; Radiant Pick: Ogre Magi; Dire Pick: Tusk; Dire Pick: Disruptor; Radiant Pick: Gyrocopter; Radiant Pick: Lycan; Dire Pick: Bristleback; Dire Ban: Viper; Radiant Ban: Phoenix; Radiant Ban: Pangolier; Dire Ban: Ember Spirit; Dire Pick: Templar Assassin; Radiant Pick: Huskar,0,4,Dire Ahead (4 vs 0),0,4,Dire Ahead (4 vs 0),0,0,Even Lane (0 vs 0),
8126682239,Dire Ban: Nyx Assassin; Radiant Ban: Alchemist; Radiant Ban: Phoenix; Dire Ban: Spectre; Radiant Ban: Clockwerk; Radiant Ban: Dawnbreaker; Dire Ban: Timbersaw; Dire Pick: Dragon Knight; Radiant Pick: Tiny; Dire Ban: Invoker; Dire Ban: Razor; Radiant Ban: Ogre Magi; Radiant Pick: Lich; Dire Pick: Muerta; Dire Pick: Enchantress; Radiant Pick: Doom; Radiant Pick: Drow Ranger; Dire Pick: Mars; Dire Ban: Dark Willow; Radiant Ban: Earth Spirit; Radiant Ban: Pangolier; Dire Ban: Batrider; Dire Pick: Lina; Radiant Pick: Venomancer,3,3,Even Lane (3 vs 3),0,4,Dire Ahead (4 vs 0),4,3,Even Lane (4 vs 3),
8126682433,Radiant Ban: Doom; Dire Ban: Earth Spirit; Dire Ban: Lina; Radiant Ban: Dawnbreaker; Dire Ban: Dragon Knight; Dire Ban: Storm Spirit; Radiant Ban: Alchemist; Radiant Pick: Gyrocopter; Dire Pick: Tiny; Radiant Ban: Morphling; Radiant Ban: Bristleback; Dire Ban: Mars; Dire Pick: Jakiro; Radiant Pick: Shadow Shaman; Radiant Pick: Undying; Dire Pick: Lycan; Dire Pick: Muerta; Radiant Pick: Legion Commander; Radiant Ban: Ursa; Dire Ban: Queen of Pain; Dire Ban: Puck; Radiant Ban: Slark; Radiant Pick: Earthshaker; Dire Pick: Templar Assassin,7,0,Radiant Ahead (7 vs 0),6,0,Radiant Ahead (6 vs 0),4,0,Radiant Ahead (4 vs 0),
8126683564,Radiant Ban: Lina; Dire Ban: Batrider; Dire Ban: Magnus; Radiant Ban: Monkey King; Dire Ban: Dragon Knight; Dire Ban: Doom; Radiant Ban: Morphling; Radiant Pick: Alchemist; Dire Pick: Ogre Magi; Radiant Ban: Muerta; Radiant Ban: Gyrocopter; Dire Ban: Lich; Dire Pick: Timbersaw; Radiant Pick: Enchantress; Radiant Pick: Dark Willow; Dire Pick: Shadow Demon; Dire Pick: Puck; Radiant Pick: Beastmaster; Radiant Ban: Bristleback; Dire Ban: Earth Spirit; Dire Ban: Earthshaker; Radiant Ban: Phantom Assassin; Radiant Pick: Tiny; Dire Pick: Broodmother,5,0,Radiant Ahead (5 vs 0),1,0,Even Lane (1 vs 0),4,0,Radiant Ahead (4 vs 0),
8126716175,Radiant Ban: Lycan; Dire Ban: Dragon Knight; Dire Ban: Alchemist; Radiant Ban: Doom; Dire Ban: Gyrocopter; Dire Ban: Phoenix; Radiant Ban: Bristleback; Radiant Pick: Beastmaster; Dire Pick: Muerta; Radiant Ban: Dawnbreaker; Radiant Ban: Phantom Assassin; Dire Ban: Dark Willow; Dire Pick: Tiny; Radiant Pick: Clockwerk; Radiant Pick: Batrider; Dire Pick: Ogre Magi; Dire Pick: Night Stalker; Radiant Pick: Templar Assassin; Radiant Ban: Morphling; Dire Ban: Earth Spirit; Dire Ban: Invoker; Radiant Ban: Medusa; Radiant Pick: Ember Spirit; Dire Pick: Terrorblade,5,0,Radiant Ahead (5 vs 0),0,1,Even Lane (0 vs 1),0,0,Even Lane (0 vs 0),
8126717543,Radiant Ban: Doom; Dire Ban: Spectre; Dire Ban: Alchemist; Radiant Ban: Batrider; Dire Ban: Storm Spirit; Dire Ban: Huskar; Radiant Ban: Phoenix; Radiant Pick: Dragon Knight; Dire Pick: Jakiro; Radiant Ban: Phantom Assassin; Radiant Ban: Beastmaster; Dire Ban: Morphling; Dire Pick: Clockwerk; Radiant Pick: Lich; Radiant Pick: Lycan; Dire Pick: Lina; Dire Pick: Rubick; Radiant Pick: Ember Spirit; Radiant Ban: Enigma; Dire Ban: Spirit Breaker; Dire Ban: Ogre Magi; Radiant Ban: Viper; Radiant Pick: Dark Willow; Dire Pick: Ursa,0,0,No players in lane,0,0,No players in lane,0,0,No players in lane,
8126720820,Radiant Ban: Doom; Dire Ban: Alchemist; Dire Ban: Dragon Knight; Radiant Ban: Monkey King; Dire Ban: Magnus; Dire Ban: Muerta; Radiant Ban: Enchantress; Radiant Pick: Terrorblade; Dire Pick: Bristleback; Radiant Ban: Dark Willow; Radiant Ban: Shadow Demon; Dire Ban: Slark; Dire Pick: Phoenix; Radiant Pick: Ogre Magi; Radiant Pick: Batrider; Dire Pick: Morphling; Dire Pick: Lich; Radiant Pick: Enigma; Radiant Ban: Puck; Dire Ban: Invoker; Dire Ban: Pangolier; Radiant Ban: Huskar; Radiant Pick: Sand King; Dire Pick: Earth Spirit,4,0,Radiant Ahead (4 vs 0),6,0,Radiant Ahead (6 vs 0),0,0,Even Lane (0 vs 0),
8126722111,Radiant Ban: Dawnbreaker; Dire Ban: Alchemist; Dire Ban: Lycan; Radiant Ban: Primal Beast; Dire Ban: Magnus; Dire Ban: Lina; Radiant Ban: Bristleback; Radiant Pick: Gyrocopter; Dire Pick: Batrider; Radiant Ban: Morphling; Radiant Ban: Doom; Dire Ban: Clockwerk; Dire Pick: Ogre Magi; Radiant Pick: Beastmaster; Radiant Pick: Tusk; Dire Pick: Dragon Knight; Dire Pick: Kunkka; Radiant Pick: Ursa; Radiant Ban: Earthshaker; Dire Ban: Invoker; Dire Ban: Queen of Pain; Radiant Ban: Monkey King; Radiant Pick: Tiny; Dire Pick: Phoenix,4,0,Radiant Ahead (4 vs 0),3,0,Radiant Ahead (3 vs 0),1,3,Dire Ahead (3 vs 1),
8126722929,Dire Ban: Shadow Demon; Radiant Ban: Alchemist; Radiant Ban: Lina; Dire Ban: Beastmaster; Radiant Ban: Phoenix; Radiant Ban: Dragon Knight; Dire Ban: Dawnbreaker; Dire Pick: Lich; Radiant Pick: Clockwerk; Dire Ban: Phantom Assassin; Dire Ban: Ogre Magi; Radiant Ban: Mars; Radiant Pick: Night Stalker; Dire Pick: Spectre; Dire Pick: Marci; Radiant Pick: Terrorblade; Radiant Pick: Dark Willow; Dire Pick: Axe; Dire Ban: Puck; Radiant Ban: Queen of Pain; Radiant Ban: Earth Spirit; Dire Ban: Ember Spirit; Dire Pick: Zeus; Radiant Pick: Templar Assassin,3,3,Even Lane (3 vs 3),6,0,Radiant Ahead (6 vs 0),1,3,Dire Ahead (3 vs 1),
8126723641,Dire Ban: Phoenix; Radiant Ban: Doom; Radiant Ban: Invoker; Dire Ban: Magnus; Radiant Ban: Alchemist; Radiant Ban: Dragon Knight; Dire Ban: Enchantress; Dire Pick: Batrider; Radiant Pick: Morphling; Dire Ban: Nyx Assassin; Dire Ban: Earth Spirit; Radiant Ban: Night Stalker; Radiant Pick: Lich; Dire Pick: Muerta; Dire Pick: Tidehunter; Radiant Pick: Primal Beast; Radiant Pick: Zeus; Dire Pick: Storm Spirit; Dire Ban: Puck; Radiant Ban: Medusa; Radiant Ban: Spectre; Dire Ban: Tiny; Dire Pick: Ursa; Radiant Pick: Ember Spirit,0,0,Even Lane (0 vs 0),3,4,Even Lane (3 vs 4),0,3,Dire Ahead (3 vs 0),
8126729687,Dire Ban: Dragon Knight; Radiant Ban: Doom; Radiant Ban: Lina; Dire Ban: Dawnbreaker; Radiant Ban: Shadow Demon; Radiant Ban: Night Stalker; Dire Ban: Bristleback; Dire Pick: Batrider; Radiant Pick: Morphling; Dire Ban: Abaddon; Dire Ban: Magnus; Radiant Ban: Drow Ranger; Radiant Pick: Lich; Dire Pick: Zeus; Dire Pick: Spectre; Radiant Pick: Timbersaw; Radiant Pick: Shadow Shaman; Dire Pick: Lion; Dire Ban: Earthshaker; Radiant Ban: Queen of Pain; Radiant Ban: Huskar; Dire Ban: Lycan; Dire Pick: Monkey King; Radiant Pick: Invoker,0,0,Even Lane (0 vs 0),0,1,Even Lane (0 vs 1),0,3,Dire Ahead (3 vs 0),
8126736800,Radiant Ban: Magnus; Dire Ban: Monkey King; Dire Ban: Dragon Knight; Radiant Ban: Phoenix; Dire Ban: Alchemist; Dire Ban: Lina; Radiant Ban: Medusa; Radiant Pick: Doom; Dire Pick: Shadow Demon; Radiant Ban: Batrider; Radiant Ban: Invoker; Dire Ban: Morphling; Dire Pick: Gyrocopter; Radiant Pick: Earth Spirit; Radiant Pick: Dark Willow; Dire Pick: Earthshaker; Dire Pick: Mars; Radiant Pick: Phantom Assassin; Radiant Ban: Nyx Assassin; Dire Ban: Dawnbreaker; Dire Ban: Lich; Radiant Ban: Tusk; Radiant Pick: Warlock; Dire Pick: Clockwerk,6,0,Radiant Ahead (6 vs 0),0,0,Even Lane (0 vs 0),4,0,Radiant Ahead (4 vs 0),
8126737048,Dire Ban: Chen; Radiant Ban: Dawnbreaker; Radiant Ban: Dragon Knight; Dire Ban: Lich; Radiant Ban: Bristleback; Radiant Ban: Monkey King; Dire Ban: Clockwerk; Dire Pick: Lina; Radiant Pick: Doom; Dire Ban: Tiny; Dire Ban: Alchemist; Radiant Ban: Morphling; Radiant Pick: Jakiro; Dire Pick: Rubick; Dire Pick: Tusk; Radiant Pick: Puck; Radiant Pick: Templar Assassin; Dire Pick: Night Stalker; Dire Ban: Phoenix; Radiant Ban: Slark; Radiant Ban: Medusa; Dire Ban: Dark Willow; Dire Pick: Lifestealer; Radiant Pick: Abaddon,0,1,Even Lane (0 vs 1),3,0,Radiant Ahead (3 vs 0),0,1,Even Lane (0 vs 1),
8126740812,Dire Ban: Doom; Radiant Ban: Alchemist; Radiant Ban: Earth Spirit; Dire Ban: Magnus; Radiant Ban: Gyrocopter; Radiant Ban: Bristleback; Dire Ban: Phoenix; Dire Pick: Dragon Knight; Radiant Pick: Enigma; Dire Ban: Clockwerk; Dire Ban: Nyx Assassin; Radiant Ban: Dawnbreaker; Radiant Pick: Batrider; Dire Pick: Tinker; Dire Pick: Shadow Shaman; Radiant Pick: Phantom Assassin; Radiant Pick: Ogre Magi; Dire Pick: Tidehunter; Dire Ban: Pangolier; Radiant Ban: Primal Beast; Radiant Ban: Earthshaker; Dire Ban: Timbersaw; Dire Pick: Tiny; Radiant Pick: Leshrac,1,3,Dire Ahead (3 vs 1),0,0,Even Lane (0 vs 0),0,1,Even Lane (0 vs 1),
8126744619,Radiant Ban: Dark Willow; Dire Ban: Alchemist; Dire Ban: Dragon Knight; Radiant Ban: Doom; Dire Ban: Nyx Assassin; Dire Ban: Morphling; Radiant Ban: Phoenix; Radiant Pick: Batrider; Dire Pick: Muerta; Radiant Ban: Invoker; Radiant Ban: Beastmaster; Dire Ban: Earth Spirit; Dire Pick: Dawnbreaker; Radiant Pick: Clockwerk; Radiant Pick: Weaver; Dire Pick: Tusk; Dire Pick: Gyrocopter; Radiant Pick: Bristleback; Radiant Ban: Earthshaker; Dire Ban: Storm Spirit; Dire Ban: Tiny; Radiant Ban: Puck; Radiant Pick: Queen of Pain; Dire Pick: Lina,6,0,Radiant Ahead (6 vs 0),0,0,Even Lane (0 vs 0),3,0,Radiant Ahead (3 vs 0),
8126757493,Radiant Ban: Bristleback; Dire Ban: Dragon Knight; Dire Ban: Alchemist; Radiant Ban: Morphling; Dire Ban: Dawnbreaker; Dire Ban: Beastmaster; Radiant Ban: Phoenix; Radiant Pick: Lycan; Dire Pick: Lich; Radiant Ban: Dark Willow; Radiant Ban: Monkey King; Dire Ban: Ursa; Dire Pick: Tidehunter; Radiant Pick: Hoodwink; Radiant Pick: Clockwerk; Dire Pick: Phantom Assassin; Dire Pick: Batrider; Radiant Pick: Queen of Pain; Radiant Ban: Puck; Dire Ban: Slark; Dire Ban: Drow Ranger; Radiant Ban: Ember Spirit; Radiant Pick: Magnus; Dire Pick: Earth Spirit,6,0,Radiant Ahead (6 vs 0),7,0,Radiant Ahead (7 vs 0),2,3,Even Lane (2 vs 3),
8126767941,Dire Ban: Enchantress; Radiant Ban: Dragon Knight; Radiant Ban: Shadow Demon; Dire Ban: Nyx Assassin; Radiant Ban: Doom; Radiant Ban: Dawnbreaker; Dire Ban: Bristleback; Dire Pick: Alchemist; Radiant Pick: Jakiro; Dire Ban: Puck; Dire Ban: Lina; Radiant Ban: Phoenix; Radiant Pick: Night Stalker; Dire Pick: Rubick; Dire Pick: Ogre Magi; Radiant Pick: Terrorblade; Radiant Pick: Lich; Dire Pick: Primal Beast; Dire Ban: Magnus; Radiant Ban: Queen of Pain; Radiant Ban: Huskar; Dire Ban: Broodmother; Dire Pick: Ursa; Radiant Pick: Timbersaw,0,1,Even Lane (0 vs 1),0,1,Even Lane (0 vs 1),1,0,Even Lane (1 vs 0),
8126770119,Dire Ban: Magnus; Radiant Ban: Doom; Radiant Ban: Muerta; Dire Ban: Phoenix; Radiant Ban: Alchemist; Radiant Ban: Invoker; Dire Ban: Dragon Knight; Dire Pick: Terrorblade; Radiant Pick: Batrider; Dire Ban: Primal Beast; Dire Ban: Beastmaster; Radiant Ban: Dark Willow; Radiant Pick: Elder Titan; Dire Pick: Shadow Demon; Dire Pick: Tusk; Radiant Pick: Tiny; Radiant Pick: Night Stalker; Dire Pick: Lycan; Dire Ban: Timbersaw; Radiant Ban: Ember Spirit; Radiant Ban: Earth Spirit; Dire Ban: Monkey King; Dire Pick: Underlord; Radiant Pick: Earthshaker,0,2,Dire Ahead (2 vs 0),2,0,Radiant Ahead (2 vs 0),1,3,Dire Ahead (3 vs 1),
8126774474,Dire Ban: Alchemist; Radiant Ban: Gyrocopter; Radiant Ban: Terrorblade; Dire Ban: Doom; Radiant Ban: Phoenix; Radiant Ban: Magnus; Dire Ban: Dragon Knight; Dire Pick: Muerta; Radiant Pick: Beastmaster; Dire Ban: Dark Willow; Dire Ban: Shadow Demon; Radiant Ban: Bristleback; Radiant Pick: Batrider; Dire Pick: Tiny; Dire Pick: Ogre Magi; Radiant Pick: Monkey King; Radiant Pick: Lich; Dire Pick: Night Stalker; Dire Ban: Templar Assassin; Radiant Ban: Phantom Assassin; Radiant Ban: Morphling; Dire Ban: Invoker; Dire Pick: Storm Spirit; Radiant Pick: Lifestealer,7,0,Radiant Ahead (7 vs 0),3,4,Even Lane (3 vs 4),0,3,Dire Ahead (3 vs 0),
8126791294,Dire Ban: Doom; Radiant Ban: Alchemist; Radiant Ban: Earth Spirit; Dire Ban: Beastmaster; Radiant Ban: Morphling; Radiant Ban: Magnus; Dire Ban: Phoenix; Dire Pick: Batrider; Radiant Pick: Muerta; Dire Ban: Ogre Magi; Dire Ban: Phantom Assassin; Radiant Ban: Templar Assassin; Radiant Pick: Clockwerk; Dire Pick: Tiny; Dire Pick: Dark Willow; Radiant Pick: Shadow Fiend; Radiant Pick: Tidehunter; Dire Pick: Slark; Dire Ban: Leshrac; Radiant Ban: Mars; Radiant Ban: Enigma; Dire Ban: Dragon Knight; Dire Pick: Brewmaster; Radiant Pick: Gyrocopter,1,0,Even Lane (1 vs 0),5,0,Radiant Ahead (5 vs 0),5,0,Radiant Ahead (5 vs 0),
8127116091,Dire Ban: Spectre; Radiant Ban: Doom; Radiant Ban: Nyx Assassin; Dire Ban: Lycan; Radiant Ban: Alchemist; Radiant Ban: Dragon Knight; Dire Ban: Night Stalker; Dire Pick: Morphling; Radiant Pick: Terrorblade; Dire Ban: Enigma; Dire Ban: Lion; Radiant Ban: Puck; Radiant Pick: Ogre Magi; Dire Pick: Clockwerk; Dire Pick: Marci; Radiant Pick: Muerta; Radiant Pick: Magnus; Dire Pick: Lina; Dire Ban: Invoker; Radiant Ban: Beastmaster; Radiant Ban: Dawnbreaker; Dire Ban: Sniper; Dire Pick: Timbersaw; Radiant Pick: Ember Spirit,4,0,Radiant Ahead (4 vs 0),3,3,Even Lane (3 vs 3),0,5,Dire Ahead (5 vs 0),
8127149243,Dire Ban: Doom; Radiant Ban: Alchemist; Radiant Ban: Dragon Knight; Dire Ban: Clockwerk; Radiant Ban: Lich; Radiant Ban: Nyx Assassin; Dire Ban: Gyrocopter; Dire Pick: Beastmaster; Radiant Pick: Morphling; Dire Ban: Enchantress; Dire Ban: Night Stalker; Radiant Ban: Enigma; Radiant Pick: Muerta; Dire Pick: Silencer; Dire Pick: Lion; Radiant Pick: Jakiro; Radiant Pick: Dawnbreaker; Dire Pick: Medusa; Dire Ban: Anti-Mage; Radiant Ban: Lina; Radiant Ban: Puck; Dire Ban: Ember Spirit; Dire Pick: Pangolier; Radiant Pick: Earthshaker,6,0,Radiant Ahead (6 vs 0),2,0,Radiant Ahead (2 vs 0),3,3,Even Lane (3 vs 3),
8127157080,Dire Ban: Spectre; Radiant Ban: Lina; Radiant Ban: Doom; Dire Ban: Lycan; Radiant Ban: Alchemist; Radiant Ban: Morphling; Dire Ban: Dragon Knight; Dire Pick: Nyx Assassin; Radiant Pick: Clockwerk; Dire Ban: Batrider; Dire Ban: Phoenix; Radiant Ban: Beastmaster; Radiant Pick: Lion; Dire Pick: Ogre Magi; Dire Pick: Templar Assassin; Radiant Pick: Night Stalker; Radiant Pick: Drow Ranger; Dire Pick: Dawnbreaker; Dire Ban: Puck; Radiant Ban: Storm Spirit; Radiant Ban: Pangolier; Dire Ban: Sniper; Dire Pick: Invoker; Radiant Pick: Void Spirit,3,1,Radiant Ahead (3 vs 1),0,0,Even Lane (0 vs 0),0,4,Dire Ahead (4 vs 0),
8127356513,Dire Ban: Doom; Radiant Ban: Alchemist; Radiant Ban: Nyx Assassin; Dire Ban: Night Stalker; Radiant Ban: Silencer; Radiant Ban: Dragon Knight; Dire Ban: Beastmaster; Dire Pick: Morphling; Radiant Pick: Enigma; Dire Ban: Clockwerk; Dire Ban: Viper; Radiant Ban: Dawnbreaker; Radiant Pick: Ogre Magi; Dire Pick: Jakiro; Dire Pick: Tusk; Radiant Pick: Puck; Radiant Pick: Muerta; Dire Pick: Ember Spirit; Dire Ban: Drow Ranger; Radiant Ban: Tidehunter; Radiant Ban: Magnus; Dire Ban: Medusa; Dire Pick: Bristleback; Radiant Pick: Templar Assassin,0,2,Dire Ahead (2 vs 0),1,0,Even Lane (1 vs 0),0,3,Dire Ahead (3 vs 0),
8127371307,Dire Ban: Invoker; Radiant Ban: Alchemist; Radiant Ban: Dragon Knight; Dire Ban: Gyrocopter; Radiant Ban: Tinker; Radiant Ban: Earth Spirit; Dire Ban: Muerta; Dire Pick: Beastmaster; Radiant Pick: Morphling; Dire Ban: Enchantress; Dire Ban: Dawnbreaker; Radiant Ban: Sniper; Radiant Pick: Nyx Assassin; Dire Pick: Lion; Dire Pick: Lich; Radiant Pick: Lina; Radiant Pick: Warlock; Dire Pick: Tiny; Dire Ban: Enigma; Radiant Ban: Spectre; Radiant Ban: Drow Ranger; Dire Ban: Tidehunter; Dire Pick: Phantom Assassin; Radiant Pick: Brewmaster,3,4,Even Lane (3 vs 4),0,3,Dire Ahead (3 vs 0),4,3,Even Lane (4 vs 3),
8127501908,Dire Ban: Doom; Radiant Ban: Alchemist; Radiant Ban: Invoker; Dire Ban: Templar Assassin; Radiant Ban: Dragon Knight; Radiant Ban: Morphling; Dire Ban: Nyx Assassin; Dire Pick: Gyrocopter; Radiant Pick: Magnus; Dire Ban: Phantom Assassin; Dire Ban: Sniper; Radiant Ban: Enigma; Radiant Pick: Muerta; Dire Pick: Warlock; Dire Pick: Batrider; Radiant Pick: Chen; Radiant Pick: Dawnbreaker; Dire Pick: Puck; Dire Ban: Spectre; Radiant Ban: Bristleback; Radiant Ban: Primal Beast; Dire Ban: Lifestealer; Dire Pick: Tidehunter; Radiant Pick: Tiny,0,3,Dire Ahead (3 vs 0),7,0,Radiant Ahead (7 vs 0),0,4,Dire Ahead (4 vs 0),
8127578324,Dire Ban: Doom; Radiant Ban: Alchemist; Radiant Ban: Dragon Knight; Dire Ban: Templar Assassin; Radiant Ban: Morphling; Radiant Ban: Invoker; Dire Ban: Nyx Assassin; Dire Pick: Muerta; Radiant Pick: Chen; Dire Ban: Beastmaster; Dire Ban: Enigma; Radiant Ban: Bristleback; Radiant Pick: Magnus; Dire Pick: Dawnbreaker; Dire Pick: Jakiro; Radiant Pick: Batrider; Radiant Pick: Monkey King; Dire Pick: Storm Spirit; Dire Ban: Puck; Radiant Ban: Slark; Radiant Ban: Phantom Assassin; Dire Ban: Tidehunter; Dire Pick: Gyrocopter; Radiant Pick: Ember Spirit,3,1,Radiant Ahead (3 vs 1),4,0,Radiant Ahead (4 vs 0),0,5,Dire Ahead (5 vs 0),
8127589156,Dire Ban: Doom; Radiant Ban: Dragon Knight; Radiant Ban: Alchemist; Dire Ban: Phoenix; Radiant Ban: Gyrocopter; Radiant Ban: Chen; Dire Ban: Bristleback; Dire Pick: Beastmaster; Radiant Pick: Dawnbreaker; Dire Ban: Lich; Dire Ban: Phantom Assassin; Radiant Ban: Keeper of the Light; Radiant Pick: Muerta; Dire Pick: Lion; Dire Pick: Clockwerk; Radiant Pick: Tiny; Radiant Pick: Pugna; Dire Pick: Invoker; Dire Ban: Puck; Radiant Ban: Morphling; Radiant Ban: Templar Assassin; Dire Ban: Pangolier; Dire Pick: Magnus; Radiant Pick: Sniper,0,2,Dire Ahead (2 vs 0),0,1,Even Lane (0 vs 1),0,1,Even Lane (0 vs 1),
8127675739,Dire Ban: Invoker; Radiant Ban: Alchemist; Radiant Ban: Dragon Knight; Dire Ban: Chen; Radiant Ban: Gyrocopter; Radiant Ban: Beastmaster; Dire Ban: Tiny; Dire Pick: Bristleback; Radiant Pick: Lich; Dire Ban: Phantom Assassin; Dire Ban: Terrorblade; Radiant Ban: Nyx Assassin; Radiant Pick: Muerta; Dire Pick: Clockwerk; Dire Pick: Dark Willow; Radiant Pick: Templar Assassin; Radiant Pick: Timbersaw; Dire Pick: Sniper; Dire Ban: Spectre; Radiant Ban: Lina; Radiant Ban: Monkey King; Dire Ban: Pangolier; Dire Pick: Phoenix; Radiant Pick: Storm Spirit,5,0,Radiant Ahead (5 vs 0),0,0,Even Lane (0 vs 0),3,0,Radiant Ahead (3 vs 0),
8127691029,Dire Ban: Clockwerk; Radiant Ban: Earth Spirit; Radiant Ban: Nyx Assassin; Dire Ban: Dawnbreaker; Radiant Ban: Alchemist; Radiant Ban: Dragon Knight; Dire Ban: Invoker; Dire Pick: Tiny; Radiant Pick: Abaddon; Dire Ban: Morphling; Dire Ban: Terrorblade; Radiant Ban: Viper; Radiant Pick: Pangolier; Dire Pick: Bloodseeker; Dire Pick: Lich; Radiant Pick: Lina; Radiant Pick: Enchantress; Dire Pick: Tidehunter; Dire Ban: Spectre; Radiant Ban: Shadow Demon; Radiant Ban: Hoodwink; Dire Ban: Ursa; Dire Pick: Lion; Radiant Pick: Lifestealer,5,0,Radiant Ahead (5 vs 0),0,4,Dire Ahead (4 vs 0),0,0,Even Lane (0 vs 0),
8127775146,Dire Ban: Clockwerk; Radiant Ban: Earth Spirit; Radiant Ban: Tiny; Dire Ban: Dawnbreaker; Radiant Ban: Grimstroke; Radiant Ban: Alchemist; Dire Ban: Timbersaw; Dire Pick: Dragon Knight; Radiant Pick: Invoker; Dire Ban: Morphling; Dire Ban: Spectre; Radiant Ban: Huskar; Radiant Pick: Tusk; Dire Pick: Puck; Dire Pick: Nyx Assassin; Radiant Pick: Visage; Radiant Pick: Lion; Dire Pick: Pugna; Dire Ban: Phantom Assassin; Radiant Ban: Bristleback; Radiant Ban: Tidehunter; Dire Ban: Medusa; Dire Pick: Mars; Radiant Pick: Muerta,3,0,Radiant Ahead (3 vs 0),5,0,Radiant Ahead (5 vs 0),0,3,Dire Ahead (3 vs 0),
8128064565,Dire Ban: Earth Spirit; Radiant Ban: Alchemist; Radiant Ban: Magnus; Dire Ban: Monkey King; Radiant Ban: Batrider; Radiant Ban: Doom; Dire Ban: Invoker; Dire Pick: Nyx Assassin; Radiant Pick: Clockwerk; Dire Ban: Muerta; Dire Ban: Tiny; Radiant Ban: Phantom Assassin; Radiant Pick: Bristleback; Dire Pick: Ogre Magi; Dire Pick: Viper; Radiant Pick: Morphling; Radiant Pick: Phoenix; Dire Pick: Slark; Dire Ban: Primal Beast; Radiant Ban: Pangolier; Radiant Ban: Puck; Dire Ban: Windranger; Dire Pick: Beastmaster; Radiant Pick: Sniper,0,1,Even Lane (0 vs 1),0,0,Even Lane (0 vs 0),0,3,Dire Ahead (3 vs 0),
