match_id,draft_order,top_radiant_score,top_dire_score,top_verdict,mid_radiant_score,mid_dire_score,mid_verdict,bot_radiant_score,bot_dire_score,bot_verdict,analysis_error
8036247735,Radiant Ban: Monkey King; Dire Ban: Alchemist; Dire Ban: Invoker; Radiant Ban: Muerta; Dire Ban: Clockwerk; Dire Ban: Dazzle; Radiant Ban: Pugna; Radiant Pick: Tiny; Dire Pick: Timbersaw; Radiant Ban: Dragon Knight; Radiant Ban: Terrorblade; Dire Ban: Templar Assassin; Dire Pick: Enchantress; Radiant Pick: Luna; Radiant Pick: Crystal Maiden; Dire Pick: Medusa; Dire Pick: Shadow Demon; Radiant Pick: Nyx Assassin; Radiant Ban: Mars; Dire Ban: Visage; Dire Ban: Sand King; Radiant Ban: Ember Spirit; Radiant Pick: Dark Seer; Dire Pick: Pangolier,5,0,Radiant Ahead (5 vs 0),0,1,Even Lane (0 vs 1),4,0,Radiant Ahead (4 vs 0),
8036248811,Dire Ban: Naga Siren; Radiant Ban: Alchemist; Radiant Ban: Dawnbreaker; Dire Ban: Shadow Fiend; Radiant Ban: Clockwerk; Radiant Ban: Tusk; Dire Ban: Doom; Dire Pick: Luna; Radiant Pick: Terrorblade; Dire Ban: Hoodwink; Dire Ban: Shadow Demon; Radiant Ban: Lich; Radiant Pick: Ogre Magi; Dire Pick: Enchantress; Dire Pick: Pangolier; Radiant Pick: Nyx Assassin; Radiant Pick: Storm Spirit; Dire Pick: Puck; Dire Ban: Medusa; Radiant Ban: Rubick; Radiant Ban: Pugna; Dire Ban: Mars; Dire Pick: Lion; Radiant Pick: Night Stalker,4,0,Radiant Ahead (4 vs 0),0,7,Dire Ahead (7 vs 0),0,3,Dire Ahead (3 vs 0),
8036253338,Dire Ban: Io; Radiant Ban: Dark Willow; Radiant Ban: Hoodwink; Dire Ban: Morphling; Radiant Ban: Shadow Demon; Radiant Ban: Primal Beast; Dire Ban: Doom; Dire Pick: Alchemist; Radiant Pick: Invoker; Dire Ban: Pugna; Dire Ban: Tusk; Radiant Ban: Terrorblade; Radiant Pick: Shadow Fiend; Dire Pick: Dawnbreaker; Dire Pick: Phoenix; Radiant Pick: Marci; Radiant Pick: Snapfire; Dire Pick: Muerta; Dire Ban: Mars; Radiant Ban: Lycan; Radiant Ban: Broodmother; Dire Ban: Timbersaw; Dire Pick: Tiny; Radiant Pick: Sand King,1,0,Even Lane (1 vs 0),0,2,Dire Ahead (2 vs 0),0,6,Dire Ahead (6 vs 0),
8036300275,Dire Ban: Invoker; Radiant Ban: Pangolier; Radiant Ban: Pugna; Dire Ban: Doom; Radiant Ban: Alchemist; Radiant Ban: Naga Siren; Dire Ban: Clockwerk; Dire Pick: Tusk; Radiant Pick: Muerta; Dire Ban: Shadow Demon; Dire Ban: Luna; Radiant Ban: Medusa; Radiant Pick: Sand King; Dire Pick: Phoenix; Dire Pick: Morphling; Radiant Pick: Dragon Knight; Radiant Pick: Snapfire; Dire Pick: Timbersaw; Dire Ban: Puck; Radiant Ban: Earth Spirit; Radiant Ban: Queen of Pain; Dire Ban: Huskar; Dire Pick: Storm Spirit; Radiant Pick: Earthshaker,3,2,Even Lane (3 vs 2),0,0,Even Lane (0 vs 0),1,3,Dire Ahead (3 vs 1),
8036306817,Radiant Ban: Invoker; Dire Ban: Monkey King; Dire Ban: Pugna; Radiant Ban: Alchemist; Dire Ban: Muerta; Dire Ban: Terrorblade; Radiant Ban: Tiny; Radiant Pick: Clockwerk; Dire Pick: Dark Willow; Radiant Ban: Luna; Radiant Ban: Tusk; Dire Ban: Dragon Knight; Dire Pick: Pangolier; Radiant Pick: Lion; Radiant Pick: Shadow Fiend; Dire Pick: Mars; Dire Pick: Naga Siren; Radiant Pick: Ember Spirit; Radiant Ban: Templar Assassin; Dire Ban: Beastmaster; Dire Ban: Bristleback; Radiant Ban: Gyrocopter; Radiant Pick: Dawnbreaker; Dire Pick: Medusa,1,0,Even Lane (1 vs 0),7,0,Radiant Ahead (7 vs 0),2,0,Radiant Ahead (2 vs 0),
8036307789,Radiant Ban: Naga Siren; Dire Ban: Alchemist; Dire Ban: Dawnbreaker; Radiant Ban: Shadow Fiend; Dire Ban: Pangolier; Dire Ban: Lion; Radiant Ban: Luna; Radiant Pick: Shadow Demon; Dire Pick: Dark Willow; Radiant Ban: Storm Spirit; Radiant Ban: Night Stalker; Dire Ban: Puck; Dire Pick: Terrorblade; Radiant Pick: Ogre Magi; Radiant Pick: Invoker; Dire Pick: Tiny; Dire Pick: Lich; Radiant Pick: Axe; Radiant Ban: Mars; Dire Ban: Drow Ranger; Dire Ban: Gyrocopter; Radiant Ban: Beastmaster; Radiant Pick: Morphling; Dire Pick: Dragon Knight,0,0,Even Lane (0 vs 0),0,0,Even Lane (0 vs 0),3,0,Radiant Ahead (3 vs 0),
8036313899,Radiant Ban: Dark Willow; Dire Ban: Io; Dire Ban: Pugna; Radiant Ban: Primal Beast; Dire Ban: Tusk; Dire Ban: Morphling; Radiant Ban: Nyx Assassin; Radiant Pick: Dawnbreaker; Dire Pick: Alchemist; Radiant Ban: Hoodwink; Radiant Ban: Terrorblade; Dire Ban: Luna; Dire Pick: Shadow Demon; Radiant Pick: Phoenix; Radiant Pick: Clockwerk; Dire Pick: Muerta; Dire Pick: Sand King; Radiant Pick: Gyrocopter; Radiant Ban: Tiny; Dire Ban: Pangolier; Dire Ban: Queen of Pain; Radiant Ban: Lycan; Radiant Pick: Puck; Dire Pick: Broodmother,0,1,Even Lane (0 vs 1),0,7,Dire Ahead (7 vs 0),0,3,Dire Ahead (3 vs 0),
8036343541,Dire Ban: Tiny; Radiant Ban: Clockwerk; Radiant Ban: Pugna; Dire Ban: Alchemist; Radiant Ban: Monkey King; Radiant Ban: Ember Spirit; Dire Ban: Invoker; Dire Pick: Pangolier; Radiant Pick: Doom; Dire Ban: Luna; Dire Ban: Nyx Assassin; Radiant Ban: Medusa; Radiant Pick: Phoenix; Dire Pick: Muerta; Dire Pick: Tusk; Radiant Pick: Dragon Knight; Radiant Pick: Techies; Dire Pick: Ursa; Dire Ban: Puck; Radiant Ban: Timbersaw; Radiant Ban: Storm Spirit; Dire Ban: Queen of Pain; Dire Pick: Death Prophet; Radiant Pick: Earth Spirit,0,1,Even Lane (0 vs 1),0,4,Dire Ahead (4 vs 0),1,3,Dire Ahead (3 vs 1),
8036526306,Dire Ban: Invoker; Radiant Ban: Chen; Radiant Ban: Shadow Demon; Dire Ban: Pugna; Radiant Ban: Dragon Knight; Radiant Ban: Timbersaw; Dire Ban: Doom; Dire Pick: Alchemist; Radiant Pick: Shadow Fiend; Dire Ban: Beastmaster; Dire Ban: Batrider; Radiant Ban: Dark Willow; Radiant Pick: Lion; Dire Pick: Dawnbreaker; Dire Pick: Hoodwink; Radiant Pick: Clockwerk; Radiant Pick: Bristleback; Dire Pick: Storm Spirit; Dire Ban: Puck; Radiant Ban: Lich; Radiant Ban: Jakiro; Dire Ban: Ember Spirit; Dire Pick: Enchantress; Radiant Pick: Queen of Pain,0,2,Dire Ahead (2 vs 0),4,0,Radiant Ahead (4 vs 0),0,5,Dire Ahead (5 vs 0),
8036533297,Dire Ban: Shadow Fiend; Radiant Ban: Enchantress; Radiant Ban: Alchemist; Dire Ban: Visage; Radiant Ban: Naga Siren; Radiant Ban: Pugna; Dire Ban: Broodmother; Dire Pick: Nyx Assassin; Radiant Pick: Clockwerk; Dire Ban: Nature's Prophet; Dire Ban: Medusa; Radiant Ban: Puck; Radiant Pick: Invoker; Dire Pick: Tusk; Dire Pick: Marci; Radiant Pick: Monkey King; Radiant Pick: Lion; Dire Pick: Enigma; Dire Ban: Dawnbreaker; Radiant Ban: Pangolier; Radiant Ban: Storm Spirit; Dire Ban: Beastmaster; Dire Pick: Gyrocopter; Radiant Pick: Magnus,6,0,Radiant Ahead (6 vs 0),7,0,Radiant Ahead (7 vs 0),3,3,Even Lane (3 vs 3),
8036534310,Dire Ban: Pangolier; Radiant Ban: Naga Siren; Radiant Ban: Shadow Demon; Dire Ban: Shadow Fiend; Radiant Ban: Muerta; Radiant Ban: Enchantress; Dire Ban: Clockwerk; Dire Pick: Tusk; Radiant Pick: Dark Willow; Dire Ban: Bristleback; Dire Ban: Dawnbreaker; Radiant Ban: Medusa; Radiant Pick: Doom; Dire Pick: Luna; Dire Pick: Hoodwink; Radiant Pick: Lich; Radiant Pick: Alchemist; Dire Pick: Beastmaster; Dire Ban: Puck; Radiant Ban: Invoker; Radiant Ban: Storm Spirit; Dire Ban: Earth Spirit; Dire Pick: Queen of Pain; Radiant Pick: Ember Spirit,3,3,Even Lane (3 vs 3),2,3,Even Lane (2 vs 3),0,3,Dire Ahead (3 vs 0),
8036538420,Radiant Ban: Tusk; Dire Ban: Shadow Fiend; Dire Ban: Naga Siren; Radiant Ban: Sand King; Dire Ban: Shadow Demon; Dire Ban: Chen; Radiant Ban: Invoker; Radiant Pick: Doom; Dire Pick: Medusa; Radiant Ban: Clockwerk; Radiant Ban: Ogre Magi; Dire Ban: Anti-Mage; Dire Pick: Lion; Radiant Pick: Nyx Assassin; Radiant Pick: Enchantress; Dire Pick: Rubick; Dire Pick: Primal Beast; Radiant Pick: Pangolier; Radiant Ban: Monkey King; Dire Ban: Morphling; Dire Ban: Dragon Knight; Radiant Ban: Timbersaw; Radiant Pick: Alchemist; Dire Pick: Storm Spirit,3,1,Radiant Ahead (3 vs 1),7,0,Radiant Ahead (7 vs 0),5,1,Radiant Ahead (5 vs 1),
8036566537,Dire Ban: Nyx Assassin; Radiant Ban: Shadow Demon; Radiant Ban: Enchantress; Dire Ban: Naga Siren; Radiant Ban: Clockwerk; Radiant Ban: Shadow Fiend; Dire Ban: Doom; Dire Pick: Alchemist; Radiant Pick: Lion; Dire Ban: Timbersaw; Dire Ban: Pangolier; Radiant Ban: Hoodwink; Radiant Pick: Bristleback; Dire Pick: Pugna; Dire Pick: Muerta; Radiant Pick: Snapfire; Radiant Pick: Luna; Dire Pick: Primal Beast; Dire Ban: Puck; Radiant Ban: Invoker; Radiant Ban: Storm Spirit; Dire Ban: Monkey King; Dire Pick: Earth Spirit; Radiant Pick: Huskar,5,3,Radiant Ahead (5 vs 3),3,1,Radiant Ahead (3 vs 1),3,6,Dire Ahead (6 vs 3),
8036578884,Radiant Ban: Enchantress; Dire Ban: Naga Siren; Dire Ban: Shadow Demon; Radiant Ban: Chen; Dire Ban: Doom; Dire Ban: Alchemist; Radiant Ban: Tusk; Radiant Pick: Shadow Fiend; Dire Pick: Dragon Knight; Radiant Ban: Primal Beast; Radiant Ban: Clockwerk; Dire Ban: Viper; Dire Pick: Hoodwink; Radiant Pick: Ogre Magi; Radiant Pick: Muerta; Dire Pick: Beastmaster; Dire Pick: Pugna; Radiant Pick: Mars; Radiant Ban: Pangolier; Dire Ban: Monkey King; Dire Ban: Sand King; Radiant Ban: Invoker; Radiant Pick: Earth Spirit; Dire Pick: Templar Assassin,0,7,Dire Ahead (7 vs 0),0,7,Dire Ahead (7 vs 0),4,3,Even Lane (4 vs 3),
8036581875,Dire Ban: Chen; Radiant Ban: Invoker; Radiant Ban: Naga Siren; Dire Ban: Timbersaw; Radiant Ban: Dragon Knight; Radiant Ban: Shadow Demon; Dire Ban: Alchemist; Dire Pick: Beastmaster; Radiant Pick: Pugna; Dire Ban: Doom; Dire Ban: Dawnbreaker; Radiant Ban: Puck; Radiant Pick: Clockwerk; Dire Pick: Luna; Dire Pick: Tusk; Radiant Pick: Terrorblade; Radiant Pick: Storm Spirit; Dire Pick: Queen of Pain; Dire Ban: Shadow Fiend; Radiant Ban: Lion; Radiant Ban: Dark Willow; Dire Ban: Medusa; Dire Pick: Skywrath Mage; Radiant Pick: Underlord,3,4,Even Lane (3 vs 4),7,0,Radiant Ahead (7 vs 0),1,0,Even Lane (1 vs 0),
8036582511,Dire Ban: Bristleback; Radiant Ban: Storm Spirit; Radiant Ban: Tusk; Dire Ban: Muerta; Radiant Ban: Shadow Demon; Radiant Ban: Pangolier; Dire Ban: Naga Siren; Dire Pick: Clockwerk; Radiant Pick: Beastmaster; Dire Ban: Hoodwink; Dire Ban: Dark Willow; Radiant Ban: Gyrocopter; Radiant Pick: Lion; Dire Pick: Invoker; Dire Pick: Enchantress; Radiant Pick: Puck; Radiant Pick: Phoenix; Dire Pick: Shadow Fiend; Dire Ban: Medusa; Radiant Ban: Doom; Radiant Ban: Enigma; Dire Ban: Luna; Dire Pick: Sand King; Radiant Pick: Alchemist,1,3,Dire Ahead (3 vs 1),4,3,Even Lane (4 vs 3),1,3,Dire Ahead (3 vs 1),
8036616788,Dire Ban: Chen; Radiant Ban: Invoker; Radiant Ban: Pugna; Dire Ban: Timbersaw; Radiant Ban: Dragon Knight; Radiant Ban: Shadow Demon; Dire Ban: Doom; Dire Pick: Alchemist; Radiant Pick: Beastmaster; Dire Ban: Storm Spirit; Dire Ban: Shadow Fiend; Radiant Ban: Enchantress; Radiant Pick: Lion; Dire Pick: Lich; Dire Pick: Rubick; Radiant Pick: Clockwerk; Radiant Pick: Puck; Dire Pick: Sniper; Dire Ban: Luna; Radiant Ban: Bristleback; Radiant Ban: Mars; Dire Ban: Morphling; Dire Pick: Sand King; Radiant Pick: Templar Assassin,4,1,Radiant Ahead (4 vs 1),0,0,Even Lane (0 vs 0),3,1,Radiant Ahead (3 vs 1),
8036685624,Dire Ban: Shadow Demon; Radiant Ban: Naga Siren; Radiant Ban: Alchemist; Dire Ban: Tusk; Radiant Ban: Enchantress; Radiant Ban: Dragon Knight; Dire Ban: Shadow Fiend; Dire Pick: Bristleback; Radiant Pick: Pugna; Dire Ban: Viper; Dire Ban: Pangolier; Radiant Ban: Clockwerk; Radiant Pick: Primal Beast; Dire Pick: Ogre Magi; Dire Pick: Hoodwink; Radiant Pick: Terrorblade; Radiant Pick: Muerta; Dire Pick: Puck; Dire Ban: Void Spirit; Radiant Ban: Gyrocopter; Radiant Ban: Weaver; Dire Ban: Medusa; Dire Pick: Doom; Radiant Pick: Sand King,4,0,Radiant Ahead (4 vs 0),2,0,Radiant Ahead (2 vs 0),0,0,Even Lane (0 vs 0),
8036699647,Dire Ban: Pangolier; Radiant Ban: Enchantress; Radiant Ban: Shadow Demon; Dire Ban: Doom; Radiant Ban: Medusa; Radiant Ban: Shadow Fiend; Dire Ban: Bristleback; Dire Pick: Naga Siren; Radiant Pick: Lion; Dire Ban: Puck; Dire Ban: Clockwerk; Radiant Ban: Luna; Radiant Pick: Timbersaw; Dire Pick: Grimstroke; Dire Pick: Sand King; Radiant Pick: Morphling; Radiant Pick: Omniknight; Dire Pick: Muerta; Dire Ban: Invoker; Radiant Ban: Night Stalker; Radiant Ban: Ember Spirit; Dire Ban: Monkey King; Dire Pick: Enigma; Radiant Pick: Storm Spirit,6,0,Radiant Ahead (6 vs 0),0,5,Dire Ahead (5 vs 0),0,6,Dire Ahead (6 vs 0),
8036701092,Dire Ban: Tusk; Radiant Ban: Dawnbreaker; Radiant Ban: Shadow Demon; Dire Ban: Beastmaster; Radiant Ban: Enchantress; Radiant Ban: Clockwerk; Dire Ban: Primal Beast; Dire Pick: Pangolier; Radiant Pick: Pugna; Dire Ban: Monkey King; Dire Ban: Medusa; Radiant Ban: Puck; Radiant Pick: Storm Spirit; Dire Pick: Ember Spirit; Dire Pick: Muerta; Radiant Pick: Alchemist; Radiant Pick: Grimstroke; Dire Pick: Morphling; Dire Ban: Doom; Radiant Ban: Ogre Magi; Radiant Ban: Elder Titan; Dire Ban: Enigma; Dire Pick: Tinker; Radiant Pick: Night Stalker,4,0,Radiant Ahead (4 vs 0),2,3,Even Lane (2 vs 3),5,0,Radiant Ahead (5 vs 0),
8036701350,Radiant Ban: Dragon Knight; Dire Ban: Naga Siren; Dire Ban: Shadow Demon; Radiant Ban: Sand King; Dire Ban: Meepo; Dire Ban: Beastmaster; Radiant Ban: Primal Beast; Radiant Pick: Shadow Fiend; Dire Pick: Magnus; Radiant Ban: Alchemist; Radiant Ban: Luna; Dire Ban: Tusk; Dire Pick: Clockwerk; Radiant Pick: Spirit Breaker; Radiant Pick: Gyrocopter; Dire Pick: Templar Assassin; Dire Pick: Snapfire; Radiant Pick: Ember Spirit; Radiant Ban: Monkey King; Dire Ban: Dark Seer; Dire Ban: Viper; Radiant Ban: Mars; Radiant Pick: Dawnbreaker; Dire Pick: Earthshaker,0,4,Dire Ahead (4 vs 0),1,0,Even Lane (1 vs 0),0,0,Even Lane (0 vs 0),
8036747614,Radiant Ban: Dragon Knight; Dire Ban: Naga Siren; Dire Ban: Shadow Demon; Radiant Ban: Sand King; Dire Ban: Beastmaster; Dire Ban: Meepo; Radiant Ban: Primal Beast; Radiant Pick: Shadow Fiend; Dire Pick: Magnus; Radiant Ban: Luna; Radiant Ban: Alchemist; Dire Ban: Doom; Dire Pick: Clockwerk; Radiant Pick: Ogre Magi; Radiant Pick: Skywrath Mage; Dire Pick: Snapfire; Dire Pick: Nature's Prophet; Radiant Pick: Puck; Radiant Ban: Monkey King; Dire Ban: Broodmother; Dire Ban: Timbersaw; Radiant Ban: Templar Assassin; Radiant Pick: Mars; Dire Pick: Earth Spirit,0,1,Even Lane (0 vs 1),4,0,Radiant Ahead (4 vs 0),0,3,Dire Ahead (3 vs 0),
8036752565,Dire Ban: Shadow Fiend; Radiant Ban: Naga Siren; Radiant Ban: Broodmother; Dire Ban: Invoker; Radiant Ban: Tusk; Radiant Ban: Shadow Demon; Dire Ban: Alchemist; Dire Pick: Luna; Radiant Pick: Terrorblade; Dire Ban: Clockwerk; Dire Ban: Hoodwink; Radiant Ban: Pugna; Radiant Pick: Batrider; Dire Pick: Dark Willow; Dire Pick: Sand King; Radiant Pick: Enchantress; Radiant Pick: Pangolier; Dire Pick: Abaddon; Dire Ban: Medusa; Radiant Ban: Doom; Radiant Ban: Puck; Dire Ban: Primal Beast; Dire Pick: Zeus; Radiant Pick: Dragon Knight,6,0,Radiant Ahead (6 vs 0),7,0,Radiant Ahead (7 vs 0),7,0,Radiant Ahead (7 vs 0),
8036756648,Radiant Ban: Doom; Dire Ban: Shadow Demon; Dire Ban: Naga Siren; Radiant Ban: Dawnbreaker; Dire Ban: Clockwerk; Dire Ban: Tusk; Radiant Ban: Nyx Assassin; Radiant Pick: Enchantress; Dire Pick: Alchemist; Radiant Ban: Crystal Maiden; Radiant Ban: Pugna; Dire Ban: Timbersaw; Dire Pick: Hoodwink; Radiant Pick: Muerta; Radiant Pick: Magnus; Dire Pick: Primal Beast; Dire Pick: Grimstroke; Radiant Pick: Juggernaut; Radiant Ban: Pangolier; Dire Ban: Puck; Dire Ban: Invoker; Radiant Ban: Ember Spirit; Radiant Pick: Storm Spirit; Dire Pick: Leshrac,7,0,Radiant Ahead (7 vs 0),0,4,Dire Ahead (4 vs 0),0,1,Even Lane (0 vs 1),
8036763612,Radiant Ban: Naga Siren; Dire Ban: Bounty Hunter; Dire Ban: Clockwerk; Radiant Ban: Invoker; Dire Ban: Earth Spirit; Dire Ban: Nyx Assassin; Radiant Ban: Ogre Magi; Radiant Pick: Tusk; Dire Pick: Shadow Demon; Radiant Ban: Medusa; Radiant Ban: Beastmaster; Dire Ban: Doom; Dire Pick: Grimstroke; Radiant Pick: Shadow Fiend; Radiant Pick: Chen; Dire Pick: Luna; Dire Pick: Dawnbreaker; Radiant Pick: Pangolier; Radiant Ban: Queen of Pain; Dire Ban: Broodmother; Dire Ban: Meepo; Radiant Ban: Tiny; Radiant Pick: Magnus; Dire Pick: Ember Spirit,4,0,Radiant Ahead (4 vs 0),7,0,Radiant Ahead (7 vs 0),6,0,Radiant Ahead (6 vs 0),
8036766663,Dire Ban: Enchantress; Radiant Ban: Shadow Demon; Radiant Ban: Naga Siren; Dire Ban: Doom; Radiant Ban: Pangolier; Radiant Ban: Clockwerk; Dire Ban: Medusa; Dire Pick: Shadow Fiend; Radiant Pick: Tusk; Dire Ban: Dawnbreaker; Dire Ban: Muerta; Radiant Ban: Sniper; Radiant Pick: Puck; Dire Pick: Lion; Dire Pick: Bristleback; Radiant Pick: Viper; Radiant Pick: Phoenix; Dire Pick: Omniknight; Dire Ban: Templar Assassin; Radiant Ban: Storm Spirit; Radiant Ban: Ember Spirit; Dire Ban: Luna; Dire Pick: Earthshaker; Radiant Pick: Alchemist,0,0,Even Lane (0 vs 0),0,0,Even Lane (0 vs 0),0,0,Even Lane (0 vs 0),
8036767039,Radiant Ban: Bristleback; Dire Ban: Alchemist; Dire Ban: Shadow Demon; Radiant Ban: Clockwerk; Dire Ban: Dragon Knight; Dire Ban: Shadow Fiend; Radiant Ban: Naga Siren; Radiant Pick: Doom; Dire Pick: Tusk; Radiant Ban: Medusa; Radiant Ban: Luna; Dire Ban: Void Spirit; Dire Pick: Puck; Radiant Pick: Monkey King; Radiant Pick: Batrider; Dire Pick: Vengeful Spirit; Dire Pick: Phoenix; Radiant Pick: Terrorblade; Radiant Ban: Dark Seer; Dire Ban: Enchantress; Dire Ban: Pugna; Radiant Ban: Enigma; Radiant Pick: Ogre Magi; Dire Pick: Beastmaster,4,0,Radiant Ahead (4 vs 0),0,0,Even Lane (0 vs 0),1,0,Even Lane (1 vs 0),
8036797794,Dire Ban: Sand King; Radiant Ban: Enchantress; Radiant Ban: Shadow Fiend; Dire Ban: Timbersaw; Radiant Ban: Invoker; Radiant Ban: Beastmaster; Dire Ban: Naga Siren; Dire Pick: Keeper of the Light; Radiant Pick: Spirit Breaker; Dire Ban: Dark Seer; Dire Ban: Broodmother; Radiant Ban: Terrorblade; Radiant Pick: Dawnbreaker; Dire Pick: Nature's Prophet; Dire Pick: Batrider; Radiant Pick: Phoenix; Radiant Pick: Spectre; Dire Pick: Marci; Dire Ban: Primal Beast; Radiant Ban: Lone Druid; Radiant Ban: Visage; Dire Ban: Doom; Dire Pick: Alchemist; Radiant Pick: Earth Spirit,0,4,Dire Ahead (4 vs 0),0,7,Dire Ahead (7 vs 0),0,7,Dire Ahead (7 vs 0),
8036799368,Dire Ban: Timbersaw; Radiant Ban: Naga Siren; Radiant Ban: Pugna; Dire Ban: Beastmaster; Radiant Ban: Enchantress; Radiant Ban: Chen; Dire Ban: Shadow Demon; Dire Pick: Dragon Knight; Radiant Pick: Invoker; Dire Ban: Luna; Dire Ban: Tusk; Radiant Ban: Doom; Radiant Pick: Phoenix; Dire Pick: Lion; Dire Pick: Puck; Radiant Pick: Alchemist; Radiant Pick: Batrider; Dire Pick: Slardar; Dire Ban: Primal Beast; Radiant Ban: Crystal Maiden; Radiant Ban: Ancient Apparition; Dire Ban: Magnus; Dire Pick: Ogre Magi; Radiant Pick: Mars,0,0,Even Lane (0 vs 0),0,1,Even Lane (0 vs 1),2,0,Radiant Ahead (2 vs 0),
8036801179,Dire Ban: Invoker; Radiant Ban: Shadow Fiend; Radiant Ban: Broodmother; Dire Ban: Sand King; Radiant Ban: Bounty Hunter; Radiant Ban: Tusk; Dire Ban: Witch Doctor; Dire Pick: Pudge; Radiant Pick: Weaver; Dire Ban: Shadow Demon; Dire Ban: Doom; Radiant Ban: Medusa; Radiant Pick: Clockwerk; Dire Pick: Muerta; Dire Pick: Rubick; Radiant Pick: Mars; Radiant Pick: Razor; Dire Pick: Bristleback; Dire Ban: Timbersaw; Radiant Ban: Earth Spirit; Radiant Ban: Templar Assassin; Dire Ban: Primal Beast; Dire Pick: Nature's Prophet; Radiant Pick: Monkey King,0,7,Dire Ahead (7 vs 0),0,3,Dire Ahead (3 vs 0),0,6,Dire Ahead (6 vs 0),
8036808375,Dire Ban: Beastmaster; Radiant Ban: Medusa; Radiant Ban: Lion; Dire Ban: Doom; Radiant Ban: Naga Siren; Radiant Ban: Alchemist; Dire Ban: Pangolier; Dire Pick: Shadow Demon; Radiant Pick: Sand King; Dire Ban: Spectre; Dire Ban: Shadow Fiend; Radiant Ban: Magnus; Radiant Pick: Enchantress; Dire Pick: Nyx Assassin; Dire Pick: Dragon Knight; Radiant Pick: Gyrocopter; Radiant Pick: Hoodwink; Dire Pick: Earth Spirit; Dire Ban: Monkey King; Radiant Ban: Dazzle; Radiant Ban: Dawnbreaker; Dire Ban: Timbersaw; Dire Pick: Primal Beast; Radiant Pick: Invoker,3,0,Radiant Ahead (3 vs 0),0,0,Even Lane (0 vs 0),0,0,Even Lane (0 vs 0),
8036816248,Dire Ban: Puck; Radiant Ban: Shadow Fiend; Radiant Ban: Alchemist; Dire Ban: Bristleback; Radiant Ban: Shadow Demon; Radiant Ban: Dragon Knight; Dire Ban: Doom; Dire Pick: Naga Siren; Radiant Pick: Beastmaster; Dire Ban: Invoker; Dire Ban: Enchantress; Radiant Ban: Morphling; Radiant Pick: Gyrocopter; Dire Pick: Sand King; Dire Pick: Dark Willow; Radiant Pick: Ogre Magi; Radiant Pick: Batrider; Dire Pick: Medusa; Dire Ban: Pangolier; Radiant Ban: Storm Spirit; Radiant Ban: Queen of Pain; Dire Ban: Monkey King; Dire Pick: Earth Spirit; Radiant Pick: Kunkka,0,2,Dire Ahead (2 vs 0),1,0,Even Lane (1 vs 0),0,0,Even Lane (0 vs 0),
8036863535,Radiant Ban: Magnus; Dire Ban: Beastmaster; Dire Ban: Bristleback; Radiant Ban: Ogre Magi; Dire Ban: Alchemist; Dire Ban: Sand King; Radiant Ban: Pugna; Radiant Pick: Naga Siren; Dire Pick: Dragon Knight; Radiant Ban: Shadow Demon; Radiant Ban: Batrider; Dire Ban: Doom; Dire Pick: Tusk; Radiant Pick: Broodmother; Radiant Pick: Dark Willow; Dire Pick: Phoenix; Dire Pick: Visage; Radiant Pick: Storm Spirit; Radiant Ban: Puck; Dire Ban: Medusa; Dire Ban: Morphling; Radiant Ban: Monkey King; Radiant Pick: Terrorblade; Dire Pick: Ember Spirit,7,0,Radiant Ahead (7 vs 0),0,1,Even Lane (0 vs 1),3,0,Radiant Ahead (3 vs 0),
8036878790,Dire Ban: Timbersaw; Radiant Ban: Dragon Knight; Radiant Ban: Slardar; Dire Ban: Beastmaster; Radiant Ban: Naga Siren; Radiant Ban: Enchantress; Dire Ban: Nyx Assassin; Dire Pick: Chen; Radiant Pick: Magnus; Dire Ban: Tusk; Dire Ban: Batrider; Radiant Ban: Doom; Radiant Pick: Shadow Demon; Dire Pick: Lion; Dire Pick: Pangolier; Radiant Pick: Alchemist; Radiant Pick: Grimstroke; Dire Pick: Gyrocopter; Dire Ban: Tiny; Radiant Ban: Centaur Warrunner; Radiant Ban: Dawnbreaker; Dire Ban: Ember Spirit; Dire Pick: Puck; Radiant Pick: Monkey King,0,0,Even Lane (0 vs 0),1,0,Even Lane (1 vs 0),1,0,Even Lane (1 vs 0),
8036904687,Radiant Ban: Naga Siren; Dire Ban: Sand King; Dire Ban: Clockwerk; Radiant Ban: Batrider; Dire Ban: Alchemist; Dire Ban: Primal Beast; Radiant Ban: Doom; Radiant Pick: Chen; Dire Pick: Dragon Knight; Radiant Ban: Phoenix; Radiant Ban: Lion; Dire Ban: Medusa; Dire Pick: Enchantress; Radiant Pick: Hoodwink; Radiant Pick: Timbersaw; Dire Pick: Dawnbreaker; Dire Pick: Tusk; Radiant Pick: Gyrocopter; Radiant Ban: Monkey King; Dire Ban: Pangolier; Dire Ban: Storm Spirit; Radiant Ban: Puck; Radiant Pick: Queen of Pain; Dire Pick: Invoker,0,0,Even Lane (0 vs 0),0,1,Even Lane (0 vs 1),1,0,Even Lane (1 vs 0),
